byzantine_fraction,noise_variance,aggregation_method,baseline,epoch,train_loss,train_MSE,train_MAE,train_MAPE,train_RMSE,test_MSE,test_MAE,test_MAPE,test_RMSE
0.2,100.0,hyperbolic,False,14,0.5992521312714458,0.5918888908192933,0.5143906808910244,156.56153567677248,0.7693431554379966,0.8010466866125571,0.6130731398844691,170.05656293737866,0.8950121153440087
0.2,100.0,hyperbolic,False,15,0.6048668925345779,0.5754467717537256,0.5054369886883053,163.08617867782914,0.7585820797736561,0.7729128756534274,0.6012718447200518,178.42044755976804,0.8791546369401844
0.2,100.0,hyperbolic,False,16,0.5547966384546501,0.5632427311110719,0.4984483526406307,168.42258604987956,0.750494990730166,0.7520361950742864,0.5920107901470404,185.3841870572423,0.8672002047245414
0.2,100.0,hyperbolic,False,17,0.5534582847694509,0.5544762674057595,0.4928223196876426,172.65016516546655,0.7446316320206653,0.7351130730359354,0.583953196981564,190.87445083148094,0.8573873529717682
0.2,100.0,hyperbolic,False,18,0.54571258135697,0.5469286060918157,0.4885206942307337,176.10059541789562,0.7395462163325668,0.7223904890434765,0.5779483836558355,195.58959622909634,0.8499355793490919
0.2,100.0,hyperbolic,False,19,0.5635611344059216,0.541377153735016,0.48485091214564136,178.52387145613056,0.7357833605994472,0.7121847709205663,0.5726971124019293,198.98249130298396,0.8439104045575966
0.2,100.0,hyperbolic,False,20,0.5505333488685227,0.5363316801942397,0.48165097148294245,180.6187070946192,0.7323466939873763,0.7028336887047669,0.5678870352543075,202.00563652645624,0.8383517690711739
0.2,100.0,hyperbolic,False,21,0.5212338050287739,0.5322603855943568,0.4793087124855023,181.84023610298374,0.7295617764071504,0.6946232142013924,0.5639276239427664,204.07518975892262,0.8334405882853273
0.2,100.0,hyperbolic,False,22,0.5519424893188282,0.5287058454389885,0.47686891829773564,182.85414975195442,0.7271216166770098,0.6887347241428411,0.5603894678011043,205.76353294003647,0.8299004302582575
0.2,100.0,hyperbolic,False,23,0.5394122412463076,0.5256854665822515,0.47514942021130036,183.38058828537908,0.7250416998919796,0.6831584742693143,0.5574526260286188,206.94583435439796,0.8265340127721994
0.2,100.0,hyperbolic,False,24,0.5361193899483045,0.5231789602924173,0.47341168790982574,183.45564186132592,0.7233111089236894,0.6786174799237296,0.5547571105465605,207.48736684237358,0.8237824226843697
0.2,100.0,hyperbolic,False,25,0.5374739809379538,0.5208012447387815,0.47155901031813335,183.61289946222414,0.7216656045141555,0.674561626443239,0.5521268091820801,208.04537276926592,0.8213170072774818
0.2,100.0,krum,False,1,0.9561389629320006,0.9369450422856852,0.721888324693286,120.68973330968313,0.9679592151974613,1.2941582484223018,0.8368429342726276,120.87533618891923,1.1376107631445396
0.2,100.0,krum,False,2,0.8804910914780938,0.9287275356179643,0.7060280923195946,113.19591958472527,0.963705108224484,1.2934837040500107,0.8237989983881656,113.6672577506409,1.1373142503503642
0.2,100.0,krum,False,3,0.9440734391144224,0.9227041653313927,0.6921687848300973,109.32785712302162,0.9605749139611094,1.292883651000317,0.8121160864605761,109.80038083211232,1.1370504170881417
0.2,100.0,krum,False,4,0.9373580493102563,0.9170873970768162,0.6819742498332236,109.4868764185964,0.9576468018412718,1.2913362915827848,0.8037133785571995,109.66435368895982,1.1363697864616011
0.2,100.0,krum,False,5,0.9345884738820736,0.9115913813568164,0.6734958742661195,110.48200403122479,0.9547729475413599,1.2866068496325305,0.7960176841775682,110.44212760513665,1.1342869344361375
0.2,100.0,krum,False,6,0.9178678998984745,0.9055178030350498,0.6651603376892118,111.88604793554038,0.9515869918378718,1.2831502615291381,0.7890898499447281,111.59629485931045,1.1327622263869581
0.2,100.0,krum,False,7,0.9098580943194227,0.8991964092460748,0.6588760787718384,112.77442226105354,0.9482596739533296,1.2744118704974094,0.7827261070588919,112.23724804762453,1.1288985209031897
0.2,100.0,krum,False,8,0.8854085224045214,0.8917946453406432,0.652928280723099,113.43258244549213,0.9443487943237092,1.2648959948080722,0.7768734388807703,112.63775480540413,1.1246759510223698
0.2,100.0,krum,False,9,0.862693128950685,0.8833170138717255,0.6466331201200534,114.06546549411193,0.9398494634098195,1.2542814411849619,0.7707858969094671,113.03064872558792,1.1199470707068981
0.2,100.0,krum,False,10,0.8738094646414029,0.8738170091724284,0.6405394752761129,114.48181029257516,0.9347817976257499,1.240984057154611,0.7644982722954949,113.2506579271473,1.1139946396435716
0.2,100.0,krum,False,11,0.8652030268910332,0.862715240846449,0.634967587635616,114.48777594472983,0.9288246555978416,1.2249340331443002,0.7584587725344071,113.15875949498226,1.106767379869998
0.2,100.0,krum,False,12,0.8574172843456547,0.8499946230761358,0.6287200113436272,114.5550644672046,0.9219515296782883,1.2060655639550397,0.7514908574283269,113.2478868335031,1.098210163837068
0.2,100.0,krum,False,13,0.850381992478794,0.8362835671787507,0.6226782966618477,114.63390500008686,0.9144854111350004,1.185627690542524,0.7446122321988942,113.51146355549642,1.0888653224997682
0.2,100.0,krum,False,14,0.8014525467547301,0.8216522833175748,0.6160988952709284,115.04231480110998,0.9064503755405338,1.16370017339136,0.7371316695910486,114.28631826119995,1.078749356148758
0.2,100.0,krum,False,15,0.8619302084895774,0.8059564224470441,0.6095320835234372,115.65017287994215,0.8977507574193653,1.1390217729260987,0.729148010835351,115.43192560269779,1.0672496300894645
0.2,100.0,krum,False,16,0.8096940724927688,0.789559182127781,0.6022761527744968,116.80700513477554,0.8885714277016682,1.115009485561157,0.7210552007695924,117.21405447698213,1.055940095630977
0.2,100.0,krum,False,17,0.7503310739297733,0.7725977588131606,0.5947280651969002,118.45185619725515,0.8789754028487717,1.0894034373983044,0.712353268166558,119.63623989311382,1.0437449101185137
0.2,100.0,krum,False,18,0.7547698244626555,0.7553128721627677,0.5863013985352672,120.65007061962403,0.8690873788997098,1.0635796045867083,0.7029142164331129,122.69430431352362,1.031299958589502
0.2,100.0,krum,False,19,0.7595426848280096,0.7375171479429597,0.5778677462993279,123.34593820638638,0.8587881857262358,1.036760514306131,0.6933561566164957,126.26320186195154,1.018214375417147
0.2,100.0,krum,False,20,0.741653875909119,0.7204000182867607,0.5699307679401621,126.25764162507748,0.8487638177295028,1.009634510100445,0.6838078839925259,130.1000110641664,1.004805707637275
0.2,100.0,krum,False,21,0.7016896897596177,0.7022234874768792,0.5623441916591242,129.50326265459117,0.8379877609350146,0.9812525193267894,0.6746220594496807,134.43463776008159,0.9905819094485773
0.2,100.0,krum,False,22,0.6939645899616391,0.6846378912853304,0.5547019345590951,133.1626172747259,0.8274284810697118,0.9544324614455767,0.6656859444949723,139.17583564492952,0.9769505931445953
0.2,100.0,krum,False,23,0.6599491592670712,0.6678347038888486,0.5468021006857365,137.1942472061042,0.8172115417007083,0.9278666466196007,0.656222866374734,144.29338750773644,0.9632583488450026
0.2,100.0,krum,False,24,0.6625359348917954,0.6521639042995243,0.5398273619004889,141.30462627424382,0.8075666562578747,0.9026519404114964,0.6475642300431436,149.5156407458523,0.9500799652721325
0.2,100.0,krum,False,25,0.6216112065398804,0.6371743321488393,0.5332431905161656,145.60367046242933,0.7982320039617801,0.8781042218765366,0.6391620404338496,154.99721752547202,0.9370721540396645
0.2,100.0,average,True,1,0.9399417936453752,0.9335445118632829,0.711318878273032,115.2317421602116,0.9662010721704272,1.297630054092853,0.8285591738278605,115.26414170617478,1.13913566096969
0.2,100.0,average,True,2,0.9680808901995699,0.9270305880040766,0.702778745279202,112.14536347414266,0.9628242768044835,1.2934376814655055,0.8212116350590772,112.34441050460975,1.1372940171589339
0.2,100.0,average,True,3,0.9311390470748193,0.921006567462861,0.6952260570665916,109.88398342438848,0.9596908707822853,1.2889517392510565,0.8146107484035385,110.19124428872529,1.1353201043102585
0.2,100.0,average,True,4,0.9346663362616412,0.9155840094888879,0.6882017418850496,108.7235763411792,0.9568615414410215,1.2848102678762419,0.8084330788343588,109.00346337838451,1.1334947145338798
0.2,100.0,average,True,5,0.9222653586347805,0.9107628809375183,0.6818125392663456,108.60705720631462,0.9543389759082034,1.2808269128621181,0.8027948792320501,108.80253989140311,1.1317362382031062
0.2,100.0,average,True,6,0.8788659272140988,0.9058777815618805,0.6758582940020461,109.13502783036684,0.9517761194534566,1.2763893214341635,0.7975031414270519,109.18027932432875,1.1297740134355028
0.2,100.0,average,True,7,0.9213588578609105,0.9008194317118586,0.6702173601515896,109.93782384585016,0.9491150782238467,1.2714076351339572,0.7923827915569692,109.79142479303287,1.1275671310986133
0.2,100.0,average,True,8,0.9591520891011318,0.8955206961553788,0.664899038935159,110.72581933885115,0.9463195528759716,1.2651951354797755,0.7872979745697376,110.3895379097368,1.1248089328769466
0.2,100.0,average,True,9,0.8637174316725441,0.8898310485147984,0.6596128522963144,111.5194296882422,0.9433085648475786,1.2586532861829918,0.7823717436306145,110.98301246662929,1.121897181644999
0.2,100.0,average,True,10,0.8641043154470552,0.8837596083007683,0.6544092037030937,112.27312249477262,0.9400848941987996,1.251108432206038,0.7773103764079154,111.56239066451987,1.1185295848595325
0.2,100.0,average,True,11,0.8764039175671952,0.8771719130748343,0.6493567584526035,112.93059788573785,0.9365745635425053,1.2423245851124558,0.7722855155056467,112.03434140260225,1.1145961533723574
0.2,100.0,average,True,12,0.8453519350944836,0.8701910480648001,0.6443259875166236,113.55139901015963,0.932840312199682,1.2324439001696132,0.7670572192386854,112.47453800519294,1.1101548991783143
0.2,100.0,average,True,13,0.8948379626898008,0.8629604813024819,0.6393325107907496,114.15008958730442,0.9289566627687655,1.2235784750675487,0.7622927527740772,112.93956367297137,1.106154815144584
0.2,100.0,average,True,14,0.8862773674392255,0.8547020041009533,0.6343307135158847,114.65329648980256,0.9245009486749883,1.2120404006721817,0.7570591980152238,113.34653337654798,1.100927064192802
0.2,100.0,average,True,15,0.833021044765956,0.8462613274769806,0.6292829625929143,115.193961082051,0.919924631411172,1.2004413735643726,0.7519159382607097,113.85482091592382,1.0956465550369665
0.2,100.0,average,True,16,0.7919643232163703,0.83776325795138,0.6243236835168634,115.76283237728767,0.9152940827686913,1.1878137577359922,0.7465172070585862,114.41772002579064,1.0898686882996467
0.2,100.0,average,True,17,0.8109070209211835,0.8286812867725564,0.6193737755285073,116.34317157783309,0.9103193323073813,1.1747573307741468,0.7412510252623948,115.07905363051627,1.083862228686906
0.2,100.0,average,True,18,0.8389711855588672,0.8191821099581006,0.6143855498886838,117.0032425727048,0.9050867969195554,1.1606188332923104,0.7357111603081274,115.90435995945019,1.0773202092657088
0.2,100.0,average,True,19,0.7753630534824089,0.8091956357532573,0.6094577538483995,117.7099374730386,0.8995530199789544,1.1458788809375229,0.7302862066862852,116.88032746611022,1.0704573232677344
0.2,100.0,average,True,20,0.8537060556080297,0.7983385322041043,0.6044377429685501,118.53790508248849,0.8934979195298131,1.129816109610495,0.7246477875495755,118.06006560966529,1.062928082990799
0.2,100.0,average,True,21,0.7947257208489926,0.7878391959260558,0.5994698980321862,119.53866296024994,0.8876030621432397,1.113800995678545,0.7189826738564018,119.44890687153035,1.0553677063841518
0.2,100.0,average,True,22,0.7793017047170167,0.7769223673391008,0.5941594500289586,120.74980768143485,0.8814319981366122,1.0975877949010546,0.7130783700848985,121.09588935814506,1.0476582433699715
0.2,100.0,average,True,23,0.7534230279379359,0.7660796434453158,0.5892765732301801,122.01839274046289,0.8752597576978596,1.0807831167617692,0.7072862033831651,122.86066031788611,1.0396071934927005
0.2,100.0,average,True,24,0.7548360170570211,0.7548275357025249,0.5841878120295718,123.49130239332693,0.8688081121297873,1.063582322864889,0.7013810866913903,124.87778290257414,1.0313012764778724
0.2,100.0,average,True,25,0.7170475869326391,0.7437581441530557,0.579296293589777,125.03191581247393,0.8624141372641428,1.046720208687203,0.6957262706772379,127.01278324383532,1.023093450612994
0.2,100.0,median,False,1,0.9391737972325254,0.9466913102943206,0.751510213771871,127.63936919157904,0.972980632024256,1.2868289657842333,0.8606703188721927,126.87711520936094,1.134384840247891
0.2,100.0,median,False,2,0.9135870643168966,0.9368468470801817,0.7345536724124275,116.80254645079708,0.9679084910673021,1.2858363217282518,0.8469383013207719,116.55345250050087,1.133947230574797
0.2,100.0,median,False,3,0.9122345759141668,0.9300257675001554,0.7202395385570418,109.00034158083109,0.9643784358332342,1.2859075019292743,0.8351776005012689,109.16431669327974,1.1339786161693148
0.2,100.0,median,False,4,0.9305985616955245,0.9244943602341358,0.7083804989560046,105.26239015463055,0.96150629755303,1.2859313563208714,0.8254813265563302,105.62732791890588,1.1339891341282207
0.2,100.0,median,False,5,0.9592604056418499,0.9194796698812012,0.6985337385997163,105.34475581063654,0.9588950254752608,1.2848849491538288,0.8173142553052151,105.65686163386385,1.1335276569867314
0.2,100.0,median,False,6,0.9383132171547302,0.9153754510612131,0.6902600145627732,106.86672463927209,0.9567525547711974,1.2823739542025272,0.8099971466222904,106.98647710710698,1.1324195133441173
0.2,100.0,median,False,7,0.9081768075474234,0.9114459647196476,0.6828302824931562,108.56475695739604,0.9546967920338099,1.2813837556081398,0.8039133890933811,108.51600868918261,1.1319822240689734
0.2,100.0,median,False,8,0.9091650651088942,0.9069562689792887,0.6769561768726318,109.88906705804855,0.9523425166290166,1.2763706880195118,0.7983891946699972,109.63373539139101,1.1297657668824594
0.2,100.0,median,False,9,0.9076853459787981,0.9024275528075539,0.6712568365951846,111.23888037361793,0.9499618691334689,1.273013532440239,0.7935672630091787,110.77481674186758,1.1282790135601384
0.2,100.0,median,False,10,0.8784070096770736,0.897092954856213,0.6666222173803404,112.17522698442491,0.9471499115009265,1.266397856941847,0.7891129733929597,111.48514266311696,1.1253434395516095
0.2,100.0,median,False,11,0.9348489412533068,0.8914147172923957,0.6621643035519873,113.02966446055353,0.9441476141432523,1.2589762944762952,0.7847105421194623,112.0993311174431,1.1220411286919456
0.2,100.0,median,False,12,0.9167403206925526,0.8848147106087096,0.6579525808481635,113.69806547700405,0.9406459007558102,1.2502565849050182,0.7805247090891784,112.51839523755187,1.1181487311198892
0.2,100.0,median,False,13,0.9009240843599366,0.8779061174838343,0.6537068483388054,114.3695905299833,0.9369664441610672,1.2402607592466837,0.7760722306317676,112.96377404612652,1.1136699507693846
0.2,100.0,median,False,14,0.8628389562749974,0.8697713106243967,0.6496365521187969,114.86227989756522,0.9326153068786704,1.228910707285471,0.7717534522987864,113.28438263649036,1.1085624507827563
0.2,100.0,median,False,15,0.8404963996226542,0.8618454694678294,0.6455998224446181,115.39314529855488,0.9283563267775091,1.2164588977243298,0.7671250282712544,113.70217635051831,1.102931955165109
0.2,100.0,median,False,16,0.8861534542743569,0.8529498787057177,0.6412049799196384,116.02335108381948,0.9235528564763998,1.2034457442916442,0.7623409249596806,114.27446569993049,1.0970167474982522
0.2,100.0,median,False,17,0.8314423971922598,0.8434866061695269,0.6370458035554667,116.57119267128253,0.9184152689113606,1.1890782457645808,0.7575374461297485,114.87684223900074,1.0904486442582157
0.2,100.0,median,False,18,0.8282958354592045,0.8330486026183467,0.6328065843401457,117.16743897628893,0.9127149624161679,1.173055054149895,0.7525369209373254,115.60417573830577,1.083076661252515
0.2,100.0,median,False,19,0.8586563572426823,0.8223943863864814,0.6285197256431193,117.87986994769224,0.9068596288216173,1.1557742596786713,0.7471459809100527,116.51863645717522,1.0750694208648441
0.2,100.0,median,False,20,0.8545288592751059,0.8116332114648039,0.6240285772113805,118.7733893696086,0.900906882793557,1.1396137391016863,0.7419407323106197,117.69516443828411,1.0675269266401135
0.2,100.0,median,False,21,0.7596997740356443,0.7999322521979007,0.6195066917819348,119.79165969713834,0.8943893180253779,1.1222962436274948,0.7367522900340656,119.13218771428026,1.0593848420793526
0.2,100.0,median,False,22,0.8046742609971873,0.7884791615619281,0.6146944776758902,121.01017762814973,0.8879634911199492,1.104590564409149,0.7309670694375222,120.79532118143736,1.0509950353874888
0.2,100.0,median,False,23,0.7557349528455846,0.7763779414034335,0.6102730931892265,122.2392136796555,0.881123113647255,1.0851365348724562,0.725291425900809,122.6218496482776,1.0416988695743392
0.2,100.0,median,False,24,0.7831904984940993,0.7641265507195597,0.6053105394108304,123.75941701309748,0.8741433239003543,1.067062382107583,0.7196075613059827,124.74634912637728,1.032987116138233
0.2,100.0,median,False,25,0.7510719038720164,0.7516220417744088,0.6004236111000885,125.39940645641379,0.8669613842463855,1.0476515446310846,0.7135951586576402,127.08221072258776,1.0235485062424177
0.2,200.0,hyperbolic,False,1,0.9454342001509444,0.9283960104406437,0.7090407565321534,112.53062757496399,0.9635330873616348,1.2896581138962897,0.8260140054239951,112.63401523437207,1.1356311522216576
0.2,200.0,hyperbolic,False,2,0.9504734035407272,0.916052006672476,0.6868364232864574,108.35671434410072,0.9571060582153245,1.286041386773653,0.8075095214917234,108.57120404665501,1.134037647864326
0.2,200.0,hyperbolic,False,3,0.8812950064785012,0.9059887837583773,0.6716036974467896,110.72387937581112,0.9518344308535899,1.2782583470656492,0.7940105819604552,110.54720439345691,1.1306008787656452
0.2,200.0,hyperbolic,False,4,0.90886622225152,0.8932456148910188,0.6589440344859958,112.79701774742186,0.945116720247303,1.2638197686070594,0.7821755579532019,112.25679841273283,1.124197388632023
0.2,200.0,hyperbolic,False,5,0.8464462071935707,0.8767815948089707,0.6477751404852989,113.92110333474335,0.9363661649210584,1.241647660453743,0.7709025645171005,113.09601885955925,1.1142924483517525
0.2,200.0,hyperbolic,False,6,0.8633936626888882,0.8558085995647952,0.6358036033968744,114.7475237203889,0.9250992376846903,1.2112038388987567,0.757977556112699,113.8469630999818,1.1005470634637833
0.2,200.0,hyperbolic,False,7,0.8343156049219526,0.8295281953134827,0.6237608450774869,115.3070745402549,0.9107843846451709,1.172778039056564,0.7446396935182922,114.69492965037573,1.0829487702825855
0.2,200.0,hyperbolic,False,8,0.7898266450023261,0.7987748847525811,0.6105885072879469,116.68408379349582,0.8937420683578574,1.1253479014490253,0.7290223363466753,117.0677298385191,1.0608241614183875
0.2,200.0,hyperbolic,False,9,0.7602000247130049,0.7645459108263533,0.5964696735665281,119.58666482298186,0.8743831601914308,1.0738234116095249,0.7125465939261566,121.6496581792426,1.036254511020109
0.2,200.0,hyperbolic,False,10,0.7779761227805202,0.7284161292852085,0.5816278038120777,124.21267424766901,0.8534729809930766,1.0179243692170794,0.6945869617685194,128.4334256711558,1.0089223801745502
0.2,200.0,hyperbolic,False,11,0.6907720937454533,0.6958940415599636,0.5666474176676369,130.14814361416572,0.8342026381880865,0.9675403066049112,0.6767524100247718,136.25012281985255,0.9836362674306551
0.2,200.0,hyperbolic,False,12,0.6989302105122359,0.6648205641970456,0.5522748533019234,137.11207107074793,0.8153652949427304,0.9191297242574603,0.6595076969257012,145.25742290635242,0.9587125347347141
0.2,200.0,hyperbolic,False,13,0.6507471644920166,0.6388361511107917,0.5393709948899391,144.27020315937597,0.7992722634439354,0.877558722952816,0.6437895096245204,154.41140494881319,0.9367810432287879
0.2,200.0,hyperbolic,False,14,0.6279883018268324,0.6175065459422419,0.5281821464522385,151.24360374351824,0.7858158473473552,0.8430724362625139,0.6300998842577896,163.25061287207464,0.9181897604866404
0.2,200.0,hyperbolic,False,15,0.5960113175004442,0.599660714270077,0.5191160061631133,157.74318604303744,0.7743776302748402,0.8131096147209684,0.6183422158146101,171.64700700282037,0.9017259088664185
0.2,200.0,hyperbolic,False,16,0.6276526495588021,0.5868288077344405,0.5111145348660623,163.40582349839426,0.7660475231566515,0.78983615018497,0.6078392611056997,178.8062670986986,0.8887272642295667
0.2,200.0,hyperbolic,False,17,0.5869241648083814,0.5770867150450978,0.5045941883438333,167.97430879015153,0.75966223747472,0.7741597170863196,0.5999675430788589,184.58499590684997,0.8798634650252956
0.2,200.0,hyperbolic,False,18,0.5586442948606248,0.5685315769270202,0.4997145690819224,171.99451631908877,0.7540103294564473,0.7586108831880248,0.5930762519086082,189.9060591446913,0.8709827111877851
0.2,200.0,hyperbolic,False,19,0.5786810064183496,0.561987961494477,0.4957081996834997,174.89024043497616,0.7496585632769608,0.7464232188518917,0.5872784664121846,193.90335341351118,0.8639578802533673
0.2,200.0,hyperbolic,False,20,0.5721760228554779,0.5568105229916417,0.49218853808081564,177.12539972989074,0.7461973753583174,0.7374596166833539,0.5826295670127234,196.91332390911646,0.8587546894680423
0.2,200.0,hyperbolic,False,21,0.5658700972986973,0.5523393617542548,0.4896958020010897,178.78986276948683,0.7431953725328588,0.7290309702403077,0.5787216485742396,199.44154219047758,0.8538331044415576
0.2,200.0,hyperbolic,False,22,0.5687935665841694,0.5484428167273508,0.4872800587714351,180.04872831033185,0.7405692518106263,0.7219380230825638,0.5751325793967196,201.4101194270081,0.8496693610355524
0.2,200.0,hyperbolic,False,23,0.5470941461030846,0.5448916996959771,0.4846966460856013,181.14905642901954,0.738167799145951,0.715394679491765,0.5713728461048196,203.18078001708008,0.845810072942954
0.2,200.0,hyperbolic,False,24,0.5461442600239381,0.5418443956595158,0.48239147700612117,181.76735495312525,0.7361008053653493,0.7098529116015568,0.5680309095122481,204.30091787755597,0.8425276918900392
0.2,200.0,hyperbolic,False,25,0.5368428536142423,0.5391233892780598,0.4808242741647541,181.972810516548,0.7342502225250326,0.7051323907119091,0.5655959420960032,205.02767071296307,0.839721615008158
0.2,200.0,krum,False,1,0.9399140400933885,0.9426813304563549,0.7218133290092037,122.29411489317997,0.9709177773922748,1.304690439845914,0.8379625018488654,122.16294030995216,1.142230467045033
0.2,200.0,krum,False,2,0.9221034406153398,0.933913854203213,0.7056181221594453,113.38019181222148,0.9663921844692315,1.3038872853617802,0.8247603891320926,113.70518654376328,1.1418788400534359
0.2,200.0,krum,False,3,0.9384468893442198,0.9277588789151093,0.6930471273864841,110.57537316016577,0.9632024080716935,1.3035513340869798,0.8144902212617234,110.84649109550833,1.1417317259702384
0.2,200.0,krum,False,4,0.9236731462041351,0.9221499729727474,0.6828530787639425,111.46809152263887,0.960286401534848,1.3017899435814295,0.8060274948117132,111.48089122788005,1.1409600972783533
0.2,200.0,krum,False,5,0.9251466579735279,0.9180910184492017,0.6749689934985558,113.0993307863044,0.9581706624861782,1.2993833776389327,0.7992090105262318,112.85685725640302,1.1399049862330337
0.2,200.0,krum,False,6,0.904190039871452,0.9137223202421844,0.6684801535500392,114.66475839006469,0.9558882362714715,1.2954511976687708,0.7933677987829763,114.17401888294194,1.138178895283501
0.2,200.0,krum,False,7,0.8782191591807337,0.9086135734116363,0.6626056611608798,116.05647358917383,0.9532122394365466,1.2900453039975923,0.7880341705533992,115.28811559760798,1.135801612957823
0.2,200.0,krum,False,8,0.9096045302592706,0.9026214626974591,0.6577914773306462,116.96735286607873,0.9500639255847256,1.282356048855826,0.783364660295297,115.90928607258475,1.1324116075243251
0.2,200.0,krum,False,9,0.88728334725112,0.8958412527898761,0.6533150525154579,117.64665269772027,0.9464889079064139,1.2730278534309887,0.7788541978883164,116.29814161612708,1.128285359929388
0.2,200.0,krum,False,10,0.8969288803462949,0.8872704794195211,0.6494009294170741,117.8263548895319,0.9419503593181124,1.2603074220296377,0.7745213709611402,116.19541283548824,1.122634144336274
0.2,200.0,krum,False,11,0.8863276039537425,0.8772027650586912,0.645125877238799,117.89497059620531,0.9365910340477808,1.2440427421966447,0.7692947097202617,116.07701967827741,1.115366640256308
0.2,200.0,krum,False,12,0.8583734368505044,0.8656458435841253,0.6403419637234411,118.05059507702023,0.93040090476317,1.2273708813101332,0.7640494206639638,116.07519676197818,1.107867718326576
0.2,200.0,krum,False,13,0.8620179472404106,0.8524210870823014,0.6349390528710742,118.29545563018328,0.9232665309011809,1.206448155307324,0.7574945542516939,116.2703939375261,1.0983843386116374
0.2,200.0,krum,False,14,0.8363584587959764,0.8382566810072025,0.6291833043659988,118.64730401173821,0.9155635865450321,1.1854676782527818,0.7509643886744763,116.78653281703839,1.0887918433992705
0.2,200.0,krum,False,15,0.8200162566815302,0.8225244725140456,0.623051347783782,119.27278398604531,0.9069313493942337,1.1608160962568266,0.7434800843369969,117.70055272185327,1.0774117579908002
0.2,200.0,krum,False,16,0.8305340912018981,0.8052416715387986,0.6168823802505428,120.0003062367111,0.8973525904229611,1.134456569346312,0.7360681705496956,119.02264973892198,1.0651087124544198
0.2,200.0,krum,False,17,0.7689296427383044,0.7874118831252384,0.6098109330309593,121.34982075815299,0.8873623178416121,1.106973146166757,0.7275978256129827,121.14126142379864,1.0521279134053791
0.2,200.0,krum,False,18,0.7872900210634292,0.7682417610607971,0.6020555548028006,123.17170602648422,0.8764940165573277,1.0775191328514402,0.7182981676608066,123.95114776112095,1.0380361905306772
0.2,200.0,krum,False,19,0.7794156746294733,0.7487932779591218,0.5943075564095389,125.34181119296015,0.8653284220220215,1.0472405818856765,0.7088942666917571,127.26565839862268,1.0233477326332807
0.2,200.0,krum,False,20,0.7432799789810849,0.7291600575374666,0.5864161093932866,127.7954942039391,0.8539086939113962,1.016701820297776,0.699221475808933,131.04071904963965,1.0083163294808708
0.2,200.0,krum,False,21,0.7268564132190196,0.709825687110424,0.5780089869194863,130.59993402136993,0.842511535298137,0.9864240022741746,0.6889421049462471,135.16871147070222,0.9931888049480696
